anime_id,name,episodes,rating,members,type_id
16756,'4247',1,6.77,487,1);
2980,'4248',50,6.77,534,2);
4320,'4249',1,6.77,3769,3);
2039,'4250',48,6.77,990,2);
17743,'4251',1,6.77,10133,4);
8245,'4252',1,6.77,1779,1);
9581,'4253',9,6.77,21462,4);
26351,'4254',16,6.77,62601,2);
5865,'4255',1,6.77,1229,4);
615,'4256',5,6.77,9895,3);
3827,'4257',28,6.77,532,2);
1182,'4258',6,6.77,6588,3);
23209,'4259',13,6.77,47900,2);
28063,'4260',9,6.77,19677,4);
15125,'4261',12,6.77,30291,2);
10005,'4262',1,6.77,404,1);
1822,'4263',6,6.77,4085,3);
473,'4264',12,6.77,4670,2);
4467,'4265',1,6.77,1275,5);
20267,'4266',12,6.77,4334,2);
29017,'4267',13,6.77,2810,2);
11755,'4268',1,6.76,8307,1);
27911,'4269',20,6.76,21416,6);
7805,'4270',1,6.76,28032,6);
5002,'4271',2,6.76,385,3);
1962,'4272',13,6.76,726,2);
14827,'4273',13,6.76,16219,2);
4712,'4274',1,6.76,4327,4);
6714,'4275',1,6.76,10044,3);
13263,'4276',6,6.76,19326,4);
2319,'4277',1,6.76,1990,3);
259,'4278',5,6.76,8067,3);
2224,'4279',19,6.76,2028,2);
6008,'4280',52,6.76,4197,2);
1660,'4281',24,6.76,2928,2);
2911,'4282',6,6.76,3946,4);
2038,'4283',38,6.76,1783,2);
4052,'4284',39,6.76,9590,2);
17655,'4285',2,6.76,2405,3);
6736,'4286',1,6.76,4733,4);
33075,'4287',1,6.76,14168,4);
10936,'4288',1,6.76,2515,3);
8783,'4289',1,6.76,255,1);
24991,'4290',6,6.76,58997,4);
24705,'4291',12,6.76,66868,2);
2615,'4292',1,6.76,9347,4);
3366,'4293',26,6.76,48744,2);
16718,'4294',16,6.76,2017,6);
1742,'4295',12,6.76,1408,3);
2619,'4296',26,6.76,3605,2);
12699,'4297',5,6.76,2853,4);
33811,'4298',12,6.76,3961,2);
17233,'4299',1,6.76,242,1);
3008,'4300',108,6.76,2930,2);
7591,'4301',1,6.76,2888,3);
6129,'4302',12,6.76,14696,2);
31521,'4303',1,6.76,3437,4);
3077,'4304',103,6.76,711,2);
1718,'4305',2,6.76,5398,4);
315,'4306',1,6.76,1823,1);
298,'4307',12,6.75,47679,2);
2221,'4308',42,6.75,3746,2);
8950,'4309',1,6.75,1218,1);
9706,'4310',1,6.75,5516,4);
1149,'4311',12,6.75,5808,2);
31851,'4312',1,6.75,1585,4);
2627,'4313',1,6.75,476,4);
987,'4314',1,6.75,32853,4);
236,'4315',26,6.75,11704,2);
504,'4316',1,6.75,7101,1);
23499,'4317',3,6.75,1477,6);
11268,'4318',103,6.75,288,2);
7285,'4319',1,6.75,745,1);
29853,'4320',2,6.75,1457,4);
1706,'4321',13,6.75,4732,2);
15729,'4322',6,6.75,19407,4);
1466,'4323',26,6.75,1387,2);
1848,'4324',52,6.75,1591,2);
1181,'4325',4,6.75,4032,3);
8507,'4326',6,6.75,8568,4);
6087,'4327',27,6.75,382,2);
3464,'4328',12,6.75,26991,2);
5305,'4329',1,6.75,7747,3);
16906,'4330',114,6.75,1190,2);
1445,'4331',52,6.75,6253,2);
2272,'4332',1,6.75,658,3);
3388,'4333',72,6.75,1139,2);
4782,'4334',52,6.75,348,2);
776,'4335',12,6.75,5702,2);
24075,'4336',12,6.75,39165,2);
21569,'4337',1,6.75,9290,1);
11073,'4338',1,6.75,4578,1);
3265,'4339',3,6.75,3999,4);
28619,'4340',11,6.75,66777,2);
21033,'4341',12,6.75,83068,2);
679,'4342',3,6.75,3210,3);
4173,'4343',7,6.75,2804,4);
5742,'4344',1,6.75,873,4);
421,'4345',13,6.75,6909,2);
11685,'4346',1,6.74,536,3);
928,'4347',52,6.75,2790,2);
12935,'4348',1,6.75,1375,5);
347,'4349',22,6.75,4750,2);
17341,'4350',1,6.75,7878,4);
299,'4351',4,6.74,24304,3);
2467,'4352',35,6.74,967,2);
1998,'4353',4,6.74,6650,5);
2709,'4354',51,6.74,1572,2);
4197,'4355',51,6.74,6667,2);
1194,'4356',12,6.74,13036,2);
5618,'4357',103,6.74,378,2);
2641,'4358',1,6.74,485,4);
2644,'4359',1,6.74,405,4);
5016,'4360',14,6.74,2240,5);
10172,'4361',6,6.74,28125,4);
782,'4362',25,6.74,10770,2);
1019,'4363',13,6.74,12835,2);
3503,'4364',12,6.74,122288,2);
6791,'4365',2,6.74,25804,3);
28207,'4366',12,6.74,2265,2);
6975,'4367',1,6.74,1055,4);
3866,'4368',1,6.74,344,1);
1070,'4369',25,6.74,5725,2);
32730,'4370',1,6.73,1729,4);
7090,'4371',2,6.74,214,3);
6779,'4372',170,6.74,314,2);
8456,'4373',6,6.74,11540,3);
25117,'4374',6,6.74,3689,4);
10156,'4375',12,6.74,47136,2);
14515,'4376',12,6.74,55635,2);
6068,'4377',7,6.74,1441,3);
3809,'4378',52,6.74,1486,2);
1480,'4379',1,6.74,5673,3);
2419,'4380',1,6.74,1947,3);
2290,'4381',1,6.74,4889,4);
175,'4382',26,6.74,17920,2);
4720,'4383',13,6.74,54376,2);
1958,'4384',1,6.74,5321,5);
10390,'4385',3,6.73,5249,4);
2546,'4386',48,6.73,1715,2);
10689,'4387',1,6.74,2478,1);
17493,'4388',1,6.74,365,1);
2732,'4389',53,6.73,406,2);
10490,'4390',12,6.73,118553,2);
406,'4391',13,6.73,8439,2);
31636,'4392',12,6.73,145468,2);
1187,'4393',3,6.73,8003,3);
8546,'4394',1,6.73,596,1);
5945,'4395',39,6.73,9115,2);
7477,'4396',1,6.73,453,1);
10949,'4397',3,6.73,3159,4);
31617,'4398',1,6.73,2575,4);
6117,'4399',51,6.73,4162,2);
6728,'4400',1,6.73,285,1);
2390,'4401',100,6.73,10416,2);
9362,'4402',6,6.73,15446,4);
9495,'4403',1,6.73,335,1);
635,'4404',13,6.73,11531,2);
590,'4405',12,6.73,17136,2);
6205,'4406',12,6.73,146631,2);
602,'4407',7,6.73,1194,3);
15347,'4408',1,6.73,507,1);
3550,'4409',61,6.73,488,2);
9934,'4410',12,6.73,12486,2);
2912,'4411',63,6.73,981,2);
32383,'4412',8,6.73,3051,4);
3900,'4413',52,6.73,446,2);
1296,'4414',1,6.73,2876,3);
6633,'4415',12,6.73,31256,2);
1232,'4416',3,6.73,4928,3);
3806,'4417',69,6.73,483,2);
8542,'4418',25,6.73,562,2);
2497,'4419',8,6.73,3455,3);
8635,'4420',1,6.73,3574,3);
2463,'4421',12,6.73,423,3);
12715,'4422',7,6.73,1127,3);
3915,'4423',61,6.73,835,2);
5833,'4424',56,6.73,243,2);
10324,'4425',12,6.73,1993,2);
5022,'4426',73,6.73,310,2);
1198,'4427',12,6.73,13680,2);
6878,'4428',1,6.73,1352,4);
497,'4429',13,6.73,19237,2);
2288,'4430',26,6.72,3935,2);
9549,'4431',1,6.72,717,1);
808,'4432',3,6.72,3686,3);
3232,'4433',2,6.72,950,4);
11017,'4434',50,6.71,836,2);
3952,'4435',2,6.72,1326,3);
1672,'4436',48,6.72,1419,2);
5266,'4437',1,6.72,667,3);
4450,'4438',11,6.72,8496,4);
1853,'4439',39,6.72,3495,2);
2606,'4440',1,6.72,7937,1);
12347,'4441',5,6.72,1450,3);
7666,'4442',1,6.72,916,1);
6028,'4443',1,6.72,686,1);
225,'4444',64,6.72,226625,2);
7364,'4445',1,6.72,736,1);
10527,'4446',100,6.72,1062,2);
4199,'4447',30,6.72,608,2);
3488,'4448',1,6.72,2773,1);
18989,'4449',1,6.72,6649,4);
1761,'4450',1,6.72,4513,3);
403,'4451',12,6.72,19053,2);
1907,'4452',2,6.72,1352,3);
31096,'4453',7,6.72,12196,4);
20391,'4454',1,6.72,1496,4);
22123,'4455',12,6.72,35872,2);
4119,'4456',43,6.72,575,2);
31344,'4457',1,6.72,3235,1);
496,'4458',1,6.72,2776,1);
23133,'4459',24,6.72,38301,2);
10361,'4460',1,6.72,2177,3);
5962,'4461',51,6.72,13898,2);
2733,'4462',3,6.72,1831,3);
3641,'4463',3,6.72,5135,3);
7664,'4464',1,6.72,408,1);
34283,'4465',1,6.74,937,4);
1328,'4466',1,6.72,1724,3);
5529,'4467',1,6.72,5846,1);
1165,'4468',4,6.72,2890,3);
4514,'4469',26,6.72,819,2);
3668,'4470',26,6.72,5611,2);
8314,'4471',4,6.72,503,4);
2282,'4472',26,6.72,444,2);
2399,'4473',1,6.72,1239,3);
2284,'4474',39,6.72,2524,2);
3963,'4475',1,6.72,2444,1);
4183,'4476',50,6.72,353,2);
6672,'4477',45,6.72,344,2);
446,'4478',13,6.72,7043,2);
29089,'4479',18,6.72,4388,6);
8861,'4480',12,6.72,173216,2);
1143,'4481',1,6.71,16637,4);
8713,'4482',1,6.71,1648,4);
1177,'4483',4,6.71,15425,3);
3874,'4484',52,6.71,1012,2);
1670,'4485',1,6.71,5334,1);
370,'4486',13,6.71,6402,2);
16119,'4487',1,6.71,1029,4);
29976,'4488',12,6.71,38618,2);
2769,'4489',25,6.71,487,2);
2067,'4490',1,6.71,2562,3);
4244,'4491',43,6.71,399,2);
32011,'4492',13,6.71,2791,2);
28351,'4493',1,6.71,2304,4);
1839,'4494',26,6.71,1012,2);
2074,'4495',30,6.71,567,2);
1067,'4496',12,6.71,25443,2);
7540,'4497',2,6.71,3681,4);
6587,'4498',1,6.71,4186,4);
20723,'4499',2,6.71,7322,4);
1617,'4500',4,6.71,1451,2);
1806,'4501',26,6.71,2320,2);
622,'4502',2,6.71,6327,3);
33181,'4503',1,6.73,4088,3);
4795,'4504',1,6.71,10143,1);
18781,'4505',6,6.71,2284,4);
32360,'4506',12,6.71,56854,2);
10308,'4507',13,6.71,27080,2);
4515,'4508',26,6.71,669,2);
14957,'4509',8,6.71,4982,4);
7082,'4510',25,6.71,41469,2);
2010,'4511',1,6.71,2584,4);
21201,'4512',2,6.71,5666,4);
916,'4513',13,6.71,30836,2);
2105,'4514',26,6.71,13921,2);
6883,'4515',1,6.71,2484,4);
1130,'4516',1,6.71,4905,1);
6748,'4517',1,6.71,4991,4);
3325,'4518',48,6.71,648,2);
1673,'4519',50,6.7,932,2);
1754,'4520',4,6.7,1685,4);
1704,'4521',12,6.7,4041,2);
8503,'4522',48,6.7,802,2);
2060,'4523',1,6.7,2780,1);
4361,'4524',7,6.7,4220,4);
2804,'4525',50,6.7,1033,2);
840,'4526',12,6.7,11544,2);
2086,'4527',3,6.7,421,3);
31848,'4528',12,6.7,31005,2);
1978,'4529',1,6.7,5295,1);
402,'4530',1,6.7,1030,3);
13799,'4531',1,6.7,3937,1);
4874,'4532',2,6.7,8135,3);
30103,'4533',1,6.7,501,5);
15781,'4534',1,6.7,3038,3);
10611,'4535',12,6.7,53617,2);
23,'4536',12,6.7,2224,2);
23581,'4537',2,6.7,297,4);
33173,'4538',3,6.7,2177,4);
472,'4539',13,6.7,16757,2);
1980,'4540',4,6.7,8535,3);
7839,'4541',1,6.7,252,1);
20613,'4542',1,6.7,2376,5);
32601,'4543',12,6.69,12768,2);
4744,'4544',12,6.69,91453,2);
10516,'4545',1,6.69,2466,3);
6533,'4546',1,6.69,1477,5);
375,'4547',12,6.69,4038,2);
6511,'4548',35,6.69,1366,2);
2801,'4549',1,6.69,967,1);
119,'4550',13,6.69,24902,2);
241,'4551',11,6.69,84395,2);
32511,'4552',2,6.69,1134,4);
973,'4553',24,6.69,8052,2);
3190,'4554',1,6.69,678,4);
863,'4555',12,6.69,22982,2);
2211,'4556',1,6.69,2341,1);
1572,'4557',52,6.69,3067,2);
1658,'4558',1,6.69,2884,3);
10076,'4559',2,6.69,37047,4);
412,'4560',12,6.69,57646,2);
1810,'4561',12,6.69,28280,2);
9936,'4562',12,6.69,104182,2);
7103,'4563',13,6.69,13898,2);
2456,'4564',1,6.69,1032,1);
9774,'4565',1,6.69,6636,3);
4112,'4566',1,6.69,211,1);
4961,'4567',2,6.69,831,3);
1350,'4568',3,6.69,6156,3);
6428,'4569',26,6.69,352,2);
14921,'4570',12,6.69,67100,2);
5636,'4571',26,6.69,284,2);
31716,'4572',13,6.69,71545,2);
10073,'4573',12,6.69,64168,2);
8248,'4574',1,6.69,1710,3);
1005,'4575',26,6.69,9024,2);
979,'4576',1,6.69,10118,1);
22335,'4577',2,6.69,4932,4);
925,'4578',35,6.69,1768,2);
744,'4579',20,6.69,2747,2);
6137,'4580',1,6.69,1499,5);
7160,'4581',30,6.69,346,2);
3812,'4582',26,6.69,400,2);
3003,'4583',1,6.69,1957,4);
2356,'4584',1,6.68,7706,3);
10693,'4585',1,6.68,2423,1);
16518,'4586',12,6.68,38819,2);
32866,'4587',12,6.68,19544,2);
11103,'4588',10,6.68,9743,6);
6383,'4589',65,6.68,427,2);
289,'4590',13,6.68,12988,2);
706,'4591',13,6.68,6690,2);
1676,'4592',13,6.68,2613,2);
1661,'4593',25,6.68,6596,2);
1178,'4594',3,6.68,2809,3);
11385,'4595',25,6.68,11963,2);
365,'4596',1,6.68,10926,3);
29255,'4597',1,6.68,2209,4);
7112,'4598',1,6.68,1062,1);
31675,'4599',3,6.68,3297,3);
19255,'4600',6,6.68,6337,4);
1694,'4601',26,6.68,15338,2);
17831,'4602',12,6.68,69526,2);
23711,'4603',1,6.68,379,3);
7875,'4604',2,6.68,10513,4);
10016,'4605',1,6.68,4128,1);
2568,'4606',52,6.68,291,2);
9754,'4607',4,6.68,9748,4);
4439,'4608',26,6.68,603,2);
6796,'4609',1,6.68,492,3);
3823,'4610',26,6.68,363,2);
21451,'4611',1,6.68,1325,5);
11083,'4612',2,6.68,7095,4);
5957,'4613',13,6.68,21340,6);
12671,'4614',1,6.68,14498,1);
8438,'4615',2,6.68,4770,4);
4794,'4616',1,6.68,7539,1);
564,'4617',2,6.68,21987,3);
21497,'4618',1,6.68,3804,4);
12267,'4619',1,6.68,533,1);
2686,'4620',96,6.68,1194,2);
33341,'4621',12,6.68,9248,2);
8108,'4622',1,6.68,1028,1);
7568,'4623',26,6.68,10913,4);
1986,'4624',56,6.68,488,2);
155,'4625',1,6.68,23038,1);
2729,'4626',1,6.68,2976,5);
3295,'4627',60,6.68,2169,2);
1894,'4628',1,6.68,37398,1);
20533,'4629',12,6.68,24788,2);
2028,'4630',4,6.68,224,3);
4469,'4631',1,6.67,7952,4);
2041,'4632',51,6.67,6183,2);
9548,'4633',1,6.67,724,1);
591,'4634',12,6.67,48939,2);
1348,'4635',3,6.67,4826,3);
31048,'4636',1,6.67,522,5);
33360,'4637',1,6.66,1732,4);
5147,'4638',4,6.67,2237,3);
1153,'4639',6,6.67,4747,3);
2638,'4640',1,6.67,476,4);
7775,'4641',1,6.67,552,4);
10118,'4642',5,6.67,378,6);
5276,'4643',13,6.67,623,2);
33421,'4644',12,6.67,36343,2);
11101,'4645',2,6.67,229,3);
1085,'4646',3,6.67,7573,3);
3436,'4647',127,6.67,317,2);
1062,'4648',27,6.67,6303,2);
2710,'4649',1,6.67,258,1);
10886,'4650',1,6.67,4076,4);
32359,'4651',1,6.67,1043,4);
6609,'4652',26,6.67,4425,2);
5288,'4653',2,6.67,2566,4);
197,'4654',24,6.67,16672,2);
31593,'4655',3,6.68,3912,4);
3735,'4656',6,6.67,547,3);
9916,'4657',46,6.67,319,2);
28283,'4658',12,6.67,13272,2);
1012,'4659',2,6.67,1029,4);
3410,'4660',9,6.67,3008,4);
9494,'4661',2,6.67,1723,3);
13679,'4662',77,6.67,1616,2);
30437,'4663',12,6.67,18933,2);
8598,'4664',1,6.67,408,1);
24751,'4665',1,6.66,19147,4);
3800,'4666',44,6.66,820,2);
31387,'4667',1,6.66,1302,3);
3081,'4668',58,6.66,2733,2);
1185,'4669',6,6.66,3115,3);
3389,'4670',3,6.66,20550,2);
5189,'4671',156,6.66,337,2);
3035,'4672',35,6.66,947,2);
2696,'4673',2,6.66,1279,3);
21599,'4674',1,6.66,1285,3);
7744,'4675',6,6.66,4700,4);
3185,'4676',26,6.66,845,2);
11307,'4677',26,6.66,316,2);
10187,'4678',13,6.66,27878,2);
10338,'4679',22,6.66,5082,2);
32214,'4680',12,6.66,25545,2);
2895,'4681',1,6.66,1572,1);
3054,'4682',39,6.66,964,2);
12661,'4683',1,6.66,891,5);
3391,'4684',95,6.66,891,2);
4640,'4685',1,6.66,353,1);
32446,'4686',1,6.66,468,5);
30757,'4687',51,6.66,7089,6);
31144,'4688',1,6.66,2234,4);
31621,'4689',12,6.66,24131,2);
31797,'4690',6,6.66,6878,4);
682,'4691',12,6.66,9099,2);
438,'4692',3,6.66,9285,3);
16680,'4693',1,6.65,12517,1);
8709,'4694',1,6.66,3447,4);
10916,'4695',2,6.67,4379,3);
25867,'4696',12,6.66,48310,2);
27741,'4697',13,6.66,3800,2);
10384,'4698',10,6.66,5125,6);
2766,'4699',52,6.66,1826,2);
18799,'4700',1,6.66,1387,5);
4427,'4701',35,6.66,431,2);
6468,'4702',40,6.66,313,2);
5535,'4703',1,6.66,280,1);
4387,'4704',1,6.66,923,1);
715,'4705',3,6.66,2703,3);
12437,'4706',1,6.66,6578,3);
15951,'4707',2,6.65,8232,4);
1370,'4708',1,6.65,4541,1);
1682,'4709',4,6.65,12443,3);
31573,'4710',22,6.65,2299,2);
16614,'4711',1,6.65,4158,3);
9558,'4712',1,6.65,215,1);
3522,'4713',1,6.65,1250,1);
1794,'4714',1,6.65,2045,3);
9493,'4715',12,6.65,11006,2);
1189,'4716',26,6.65,4106,2);
5883,'4717',24,6.65,2701,2);
29231,'4718',1,6.65,220,3);
2061,'4719',1,6.65,1372,3);
19271,'4720',1,6.65,273,1);
3433,'4721',32,6.65,295,2);
9900,'4722',140,6.65,318,2);
8101,'4723',2,6.65,19029,3);
33309,'4724',14,6.65,942,6);
3435,'4725',26,6.65,451,2);
11583,'4726',1,6.65,5772,5);
5828,'4727',1,6.65,892,3);
33118,'4728',2,6.65,4237,4);
3878,'4729',49,6.65,635,2);
31448,'4730',1,6.64,3111,4);
32324,'4731',1,6.65,458,4);
31560,'4732',13,6.66,7905,2);
23943,'4733',1,6.65,889,4);
4421,'4734',2,6.65,4036,4);
32829,'4735',\N,6.65,7207,2);
6625,'4736',61,6.65,367,2);
31452,'4737',12,6.65,38139,2);
32190,'4738',1,6.65,2301,4);
4910,'4739',1,6.65,6379,4);
4792,'4740',1,6.65,13702,1);
1298,'4741',1,6.65,2467,3);
17913,'4742',1,6.66,1710,5);
1693,'4743',26,6.65,5736,2);
13517,'4744',1,6.66,7177,4);
10687,'4745',1,6.65,10776,1);
19919,'4746',12,6.65,5670,2);
471,'4747',13,6.65,13877,2);
2699,'4748',13,6.65,1009,2);
4371,'4749',1,6.65,451,1);
1233,'4750',7,6.64,3596,3);
17092,'4751',13,6.64,209,2);
30127,'4752',12,6.64,37913,2);
17705,'4753',13,6.64,1805,2);
660,'4754',8,6.64,2372,3);
4554,'4755',26,6.64,472,2);
12885,'4756',3,6.64,507,4);
31070,'4757',6,6.64,3753,4);
1733,'4758',1,6.64,2297,3);
1799,'4759',1,6.64,5353,3);
21373,'4760',6,6.64,12299,4);
125,'4761',13,6.64,23968,2);
8765,'4762',36,6.64,551,2);
30531,'4763',1,6.63,2038,3);
8538,'4764',51,6.64,1223,2);
24695,'4765',1,6.64,20758,4);
14145,'4766',2,6.64,8305,3);
20381,'4767',1,6.64,271,1);
3100,'4768',1,6.64,575,3);
5153,'4769',25,6.64,1164,2);
4504,'4770',50,6.64,225,2);
21241,'4771',5,6.64,19389,6);
31866,'4772',1,6.64,1948,1);
6368,'4773',3,6.64,6194,4);
783,'4774',13,6.64,2765,2);
2306,'4775',2,6.64,1982,3);
4536,'4776',50,6.64,350,2);
8487,'4777',1,6.64,7736,1);
4013,'4778',51,6.64,413,2);
10917,'4779',3,6.64,4079,3);
1297,'4780',1,6.64,2601,3);
2031,'4781',13,6.64,23477,2);
6885,'4782',3,6.64,4444,4);
684,'4783',11,6.64,3674,2);
9531,'4784',1,6.64,244,4);
21353,'4785',12,6.64,95168,2);
33377,'4786',24,6.64,52260,2);
4132,'4787',26,6.64,476,2);
718,'4788',16,6.64,3821,2);
30056,'4789',7,6.63,14515,4);
10196,'4790',1,6.63,17570,3);
32311,'4791',1,6.62,1215,5);
13253,'4792',1,6.63,2825,1);
2640,'4793',1,6.63,487,4);
33222,'4794',12,6.63,26360,2);
26053,'4795',1,6.63,609,1);
6472,'4796',35,6.63,637,2);
2062,'4797',1,6.63,1281,3);
2617,'4798',2,6.63,3230,4);
23137,'4799',4,6.63,2296,4);
8839,'4800',1,6.63,1849,1);
2207,'4801',1,6.63,1551,1);
25861,'4802',1,6.63,7062,4);
33129,'4803',2,6.62,8011,4);
6657,'4804',3,6.63,2920,4);
6375,'4805',48,6.63,810,2);
3273,'4806',1,6.63,474,1);
6509,'4807',331,6.63,1083,2);
7430,'4808',1,6.63,1991,3);
10671,'4809',13,6.63,15046,2);
24175,'4810',3,6.63,13526,3);
17157,'4811',1,6.63,21200,3);
612,'4812',13,6.63,3956,2);
2842,'4813',1,6.63,8541,4);
4962,'4814',51,6.63,2625,2);
30088,'4815',4,6.63,538,4);
8900,'4816',51,6.63,263,2);
4067,'4817',50,6.63,1110,2);
1836,'4818',12,6.63,34109,2);
5583,'4819',1,6.63,3424,6);
1044,'4820',1,6.63,3717,1);
2560,'4821',1,6.63,4807,1);
2552,'4822',13,6.63,1292,2);
30250,'4823',1,6.63,8509,3);
12317,'4824',10,6.63,43759,6);
1276,'4825',7,6.63,4317,3);
55,'4826',26,6.62,10392,2);
30953,'4827',8,6.62,5241,4);
4975,'4828',12,6.62,174337,2);
5449,'4829',1,6.62,625,4);
33145,'4830',1,6.62,976,3);
33069,'4831',1,6.62,4593,4);
2485,'4832',4,6.62,1184,4);
3842,'4833',1,6.62,818,1);
5476,'4834',26,6.62,440,2);
32561,'4835',1,6.62,18358,4);
1235,'4836',5,6.62,4688,4);
257,'4837',13,6.62,88969,2);
30030,'4838',39,6.62,1007,2);
9203,'4839',9,6.62,23216,4);
11507,'4840',1,6.62,6634,5);
1793,'4841',1,6.62,8230,1);
15279,'4842',1,6.62,1381,3);
799,'4843',13,6.62,3748,2);
8560,'4844',2,6.62,20953,3);
32031,'4845',1,6.62,473,5);
5225,'4846',1,6.62,3500,1);
12921,'4847',2,6.62,2769,4);
9789,'4848',1,6.62,483,1);
18857,'4849',3,6.62,70559,6);
1141,'4850',1,6.62,3462,1);
9077,'4851',1,6.62,465,1);
4481,'4852',1,6.62,1175,1);
32728,'4853',1,6.62,97,6);
4068,'4854',52,6.62,800,2);
8139,'4855',26,6.62,229,2);
425,'4856',2,6.62,4085,3);
9924,'4857',1,6.62,4023,3);
10723,'4858',1,6.62,904,1);
17409,'4859',10,6.62,17684,4);
2626,'4860',1,6.62,479,1);
2210,'4861',1,6.62,11347,6);
16347,'4862',13,6.62,985,2);
6226,'4863',2,6.62,2667,4);
312,'4864',12,6.61,714,3);
30795,'4865',12,6.61,31295,2);
10055,'4866',1,6.61,1087,1);
6579,'4867',1,6.61,215,4);
17277,'4868',5,6.61,6467,3);
8211,'4869',1,6.61,9758,4);
28921,'4870',\N,6.61,359,2);
12351,'4871',3,6.61,497,4);
7124,'4872',3,6.61,196,3);
20441,'4873',1,6.61,260,1);
30384,'4874',13,6.61,12064,2);
4314,'4875',16,6.61,336,2);
9943,'4876',14,6.61,1846,3);
26359,'4877',1,6.61,5230,4);
17873,'4878',20,6.61,12499,2);
11069,'4879',1,6.61,3088,4);
1964,'4880',3,6.61,2201,3);
9220,'4881',4,6.61,7550,4);
18549,'4882',5,6.61,1993,4);
15095,'4883',1,6.61,1041,4);
15015,'4884',1,6.61,1035,4);
1960,'4885',\N,6.61,940,2);
34009,'4886',12,6.61,14718,2);
33208,'4887',2,6.61,1748,4);
20987,'4888',6,6.61,4545,4);
5849,'4889',1,6.61,1603,4);
20655,'4890',1,6.6,15956,3);
810,'4891',24,6.6,1896,2);
999,'4892',3,6.6,3790,3);
9881,'4893',25,6.6,199,2);
14317,'4894',1,6.6,5171,4);
15325,'4895',1,6.6,11869,4);
7578,'4896',1,6.6,1343,1);
9291,'4897',1,6.6,362,1);
23787,'4898',13,6.6,7440,2);
30237,'4899',2,6.6,3703,4);
16101,'4900',1,6.6,3083,6);
3280,'4901',1,6.6,406,4);
8140,'4902',55,6.6,438,2);
8304,'4903',1,6.6,614,4);
32481,'4904',1,6.59,1291,4);
5165,'4905',1,6.6,2219,6);
8518,'4906',1,6.6,2068,4);
4209,'4907',12,6.6,3931,2);
10808,'4908',49,6.6,18031,2);
6270,'4909',1,6.6,716,3);
23427,'4910',1,6.6,11094,4);
1807,'4911',12,6.6,16596,2);
10810,'4912',13,6.6,2173,2);
20155,'4913',1,6.6,2148,4);
9078,'4914',1,6.6,298,1);
1724,'4915',26,6.6,3838,2);
17551,'4916',1,6.6,3965,4);
13251,'4917',3,6.6,1763,6);
10109,'4918',12,6.6,16068,2);
22785,'4919',10,6.6,2291,6);
12439,'4920',1,6.6,289,3);
17821,'4921',13,6.6,36235,2);
950,'4922',1,6.6,8906,1);
7522,'4923',39,6.6,577,2);
8109,'4924',1,6.6,962,1);
8965,'4925',1,6.6,745,3);
3570,'4926',1,6.6,1113,4);
28155,'4927',12,6.6,22662,2);
23579,'4928',8,6.59,6211,3);
29863,'4929',1,6.59,520,1);
1789,'4930',1,6.59,2508,4);
9795,'4931',1,6.59,260,1);
25457,'4932',1,6.59,1742,1);
9857,'4933',1,6.59,344,4);
105,'4934',13,6.59,15026,2);
4383,'4935',6,6.59,796,2);
2836,'4936',78,6.59,1452,2);
2771,'4937',39,6.59,752,2);
14989,'4938',51,6.58,3183,2);
7336,'4939',1,6.59,1003,1);
2637,'4940',1,6.59,483,4);
13139,'4941',25,6.59,5208,2);
3154,'4942',3,6.59,1407,3);
16199,'4943',2,6.59,11042,4);
3776,'4944',50,6.59,393,2);
30721,'4945',13,6.59,19502,2);
20469,'4946',1,6.59,395,1);
23121,'4947',13,6.59,40413,2);
1456,'4948',12,6.59,2388,2);
31598,'4949',1,6.59,14410,4);
11221,'4950',1,6.59,333,3);
5164,'4951',1,6.59,2062,6);
13231,'4952',38,6.59,3533,2);
17637,'4953',10,6.59,12077,6);
31121,'4954',60,6.59,13801,6);
2047,'4955',1,6.59,2265,1);
920,'4956',1,6.59,3397,4);
7117,'4957',1,6.59,392,1);
21571,'4958',1,6.59,2213,1);
1854,'4959',3,6.59,1979,3);
12929,'4960',97,6.59,22684,2);
562,'4961',3,6.59,1608,3);
27967,'4962',1,6.59,6920,3);
4524,'4963',1,6.59,682,1);
171,'4964',13,6.59,1865,2);
14647,'4965',2,6.59,3755,4);
2718,'4966',27,6.59,709,2);
21103,'4967',1,6.59,3519,5);
1746,'4968',26,6.59,7087,2);
32301,'4969',12,6.58,10517,2);
6093,'4970',51,6.58,407,2);
1666,'4971',39,6.58,655,2);
30573,'4972',1,6.58,1876,4);
15605,'4973',12,6.58,74069,2);
7395,'4974',39,6.58,617,2);
33240,'4975',\N,6.57,3437,2);
8375,'4976',26,6.58,409,2);
7048,'4977',50,6.58,700,2);
9690,'4978',1,6.58,11765,4);
6518,'4979',1,6.58,312,1);
1396,'4980',2,6.58,338,3);
8215,'4981',51,6.58,477,2);
2073,'4982',6,6.58,328,3);
10491,'4983',4,6.58,46712,3);
1988,'4984',13,6.58,7275,2);
3873,'4985',29,6.58,386,2);
3099,'4986',26,6.58,855,2);
6374,'4987',52,6.58,903,2);
10202,'4988',12,6.58,350,3);
19685,'4989',13,6.58,74634,2);
4760,'4990',12,6.58,19232,4);
3609,'4991',52,6.58,1121,2);
6310,'4992',1,6.58,459,1);
7295,'4993',1,6.58,1242,5);
3876,'4994',26,6.58,279,2);
2045,'4995',1,6.58,498,3);
